Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,-2702
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-19
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Total non-financial assets,K070000,AN00000,161
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Produced non-financial assets,K070000,AN10000,160
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Non-produced non-financial assets,K070000,AN20000,1
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,64907
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,401
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,39402
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,17996
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2305
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,81
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives,LE00000,AFA0700,431
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4291
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,66180
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,51126
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,10269
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,4536
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,89
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,160
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,995
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,969
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,26
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance Total financial assets,LS00000,AFA0000,57983
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance currency and deposits,LS00000,AFA0200,C
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance debt securities,LS00000,AFA0300,43060
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance loans,LS00000,AFA0400,9060
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,2097
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance financial derivatives,LS00000,AFA0700,174
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,C
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,57769
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance debt securities,LS00000,AFL0300,44266
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance loans,LS00000,AFL0400,12749
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,278
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,108
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,368
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,1068
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,957
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,111
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Total net transactions in produced non-financial assets,P050000,AN10000,-147
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-240
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,93
